user_id,age,annual_income,monthly_income,current_savings,monthly_investment_capacity,risk_profile,financial_goal,investment_horizon,dependents,tax_bracket,esg_preference,health_risk,investment_knowledge,emergency_fund_months,existing_epf_balance,existing_ppf_balance,existing_nps_balance,recommended_investments
489,61,3974073,331172,6407373,38685,Conservative,Wealth Creation,Short Term,5,30%,Low,Medium,Intermediate,2,4534479,1349323,645358,"Fixed Deposit, PPF, Bonds"
490,52,4779013,398251,15126250,6303,Conservative,Child Education,Short Term,2,30%,Low,Medium,Beginner,6,4388245,961272,1971511,"Fixed Deposit, PPF, Bonds"
491,64,4801003,400083,5048054,63075,Conservative,Retirement,Long Term,1,20%,High,Low,Intermediate,19,384212,508942,1470726,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
492,62,1395029,116252,532016,47154,Aggressive,Retirement,Medium Term,0,20%,High,Low,Advanced,2,891970,239452,1042585,"NPS, PPF, ESG Mutual Funds"
493,59,2150296,179191,2167623,55121,Moderate,Child Education,Long Term,5,20%,Medium,Low,Advanced,18,4579213,288000,674422,REITs
494,34,682407,56867,19950638,47468,Moderate,Retirement,Short Term,2,5%,Medium,Low,Advanced,11,4642320,346042,919939,"NPS, PPF"
495,36,641407,53450,4525184,28205,Aggressive,Emergency Fund,Medium Term,1,5%,Medium,Low,Beginner,0,1505024,1942249,186942,"REITs, NPS, Fixed Deposit"
496,65,4293082,357756,4307803,56043,Conservative,Tax Saving,Medium Term,4,20%,Medium,Low,Beginner,19,315589,1250472,377488,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
497,52,1038375,86531,10156587,93187,Moderate,Retirement,Long Term,1,5%,Low,High,Beginner,19,3035848,1809278,1596201,"NPS, PPF, REITs"
498,55,4557560,379796,7407686,123691,Aggressive,Tax Saving,Short Term,2,5%,Low,Low,Beginner,21,3979663,1043364,369777,"NPS, Insurance, PPF, REITs"
499,31,661679,55139,1862865,97471,Moderate,Wealth Creation,Medium Term,2,20%,High,Medium,Beginner,3,440037,1939574,1126926,"REITs, ESG Mutual Funds"
500,32,1625782,135481,1025267,129155,Aggressive,Retirement,Short Term,1,30%,Medium,High,Advanced,10,3515382,416811,1566754,"NPS, Stocks, PPF, REITs, Mutual Funds"
501,64,3032043,252670,7769641,30870,Moderate,Wealth Creation,Short Term,1,30%,Medium,Low,Intermediate,7,616811,987738,1227027,"Bonds, Stocks, Fixed Deposit"
502,30,2113324,176110,15316960,48677,Moderate,Child Education,Short Term,3,30%,Low,High,Intermediate,8,1696267,704415,266782,"Stocks, REITs, NPS"
503,29,1232052,102671,15670738,122213,Moderate,Wealth Creation,Medium Term,1,20%,High,Low,Advanced,19,1425522,1212408,1159212,"REITs, ESG Mutual Funds"
504,35,1025399,85449,13864230,138778,Moderate,Wealth Creation,Long Term,3,20%,Medium,Low,Advanced,13,2069085,519740,686389,REITs
505,48,2165681,180473,19906560,41051,Aggressive,Retirement,Medium Term,0,5%,Medium,High,Advanced,1,3571010,1113842,826949,"NPS, PPF"
506,51,1122076,93506,15231413,131836,Conservative,Retirement,Long Term,0,30%,High,Medium,Beginner,4,3006524,620317,501350,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
507,62,1061094,88424,584527,127772,Aggressive,Child Education,Short Term,5,20%,High,High,Advanced,0,3815481,972576,1618655,"REITs, ESG Mutual Funds"
508,29,3700409,308367,6255749,99103,Aggressive,House Purchase,Long Term,5,5%,High,Low,Intermediate,22,2792619,1113420,68606,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
509,39,3872727,322727,9102629,144196,Aggressive,Wealth Creation,Long Term,0,30%,Medium,High,Beginner,16,3053373,1862224,108134,REITs
510,28,3512459,292704,12317193,123989,Aggressive,Retirement,Medium Term,2,5%,High,High,Advanced,2,4703980,1487587,1622305,"NPS, Stocks, PPF, ESG Mutual Funds, REITs"
511,34,1461032,121752,11288375,64556,Aggressive,Retirement,Long Term,3,30%,High,High,Beginner,24,1891104,672061,739689,"NPS, Stocks, PPF, ESG Mutual Funds, REITs"
512,38,4524217,377018,14241146,74651,Conservative,Retirement,Medium Term,2,20%,Medium,High,Advanced,3,3944020,1488611,1115484,"NPS, PPF, Bonds, Fixed Deposit, REITs"
513,64,4769915,397492,9856764,120483,Aggressive,Child Education,Long Term,5,5%,Low,Medium,Beginner,2,3277282,1883128,374995,REITs
514,39,945480,78790,3719677,45192,Moderate,Retirement,Long Term,1,20%,Low,Low,Advanced,20,190339,614820,873540,"NPS, PPF"
515,64,4841885,403490,4480103,126231,Moderate,House Purchase,Medium Term,5,30%,Low,Medium,Beginner,2,184856,1828283,1681893,REITs
516,35,4658892,388241,11320174,109922,Aggressive,Child Education,Long Term,5,20%,Medium,High,Advanced,22,4447356,1765608,1150222,REITs
517,49,4142041,345170,10253310,36591,Moderate,Wealth Creation,Medium Term,1,20%,Medium,Medium,Beginner,4,2962192,596392,956147,"Index Funds, REITs, NPS"
518,32,1771020,147585,5200095,44271,Conservative,Retirement,Short Term,2,30%,Low,Medium,Intermediate,11,1547669,430241,1179621,"Fixed Deposit, PPF, Bonds, NPS"
519,23,2958716,246559,11587591,40782,Moderate,House Purchase,Long Term,1,30%,Medium,Low,Beginner,12,4189412,1611699,304892,"Bonds, Gold, Index Funds"
520,21,4881401,406783,17075821,88843,Aggressive,Tax Saving,Medium Term,3,20%,High,High,Beginner,18,3708650,710272,1445245,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
521,28,4317985,359832,1394892,38548,Aggressive,Emergency Fund,Short Term,2,5%,Medium,High,Beginner,14,2998034,193946,684440,"Mutual Funds, Stocks, Index Funds"
522,24,1937034,161419,19626710,140001,Conservative,Child Education,Short Term,0,5%,High,Medium,Advanced,21,732970,1073296,827166,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
523,33,4414321,367860,10712182,136101,Conservative,Tax Saving,Medium Term,3,5%,High,Medium,Intermediate,12,3127534,25565,596955,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
524,43,3247379,270614,10387628,118805,Aggressive,Retirement,Short Term,5,20%,High,Medium,Intermediate,9,1373972,1689618,1526728,"NPS, PPF, REITs, ESG Mutual Funds"
525,48,3774509,314542,4733114,24564,Conservative,Wealth Creation,Medium Term,3,30%,Medium,Low,Advanced,24,3152207,185489,13880,"Fixed Deposit, PPF, Bonds"
526,47,2592848,216070,13958782,47847,Aggressive,House Purchase,Long Term,4,5%,Low,Low,Intermediate,9,4646172,1028832,88568,"NPS, REITs, Bonds"
527,56,4187715,348976,7583648,9035,Conservative,Wealth Creation,Medium Term,2,30%,High,Medium,Beginner,20,2413310,874841,376170,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
528,52,2353114,196092,1004374,33288,Moderate,House Purchase,Short Term,4,30%,Medium,High,Intermediate,18,3658007,1821053,540879,"Bonds, Mutual Funds, Gold"
529,53,447178,37264,8758622,44689,Aggressive,Retirement,Short Term,2,20%,High,Low,Intermediate,5,443659,571831,757414,"NPS, PPF, ESG Mutual Funds"
530,47,3286212,273851,1684600,77984,Moderate,Emergency Fund,Long Term,0,30%,Low,High,Beginner,24,792796,1255695,1578376,REITs
531,31,4860989,405082,10874889,84892,Aggressive,Child Education,Medium Term,5,30%,High,Medium,Beginner,17,4865783,737420,1726616,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
532,30,408193,34016,4645260,137835,Moderate,Child Education,Medium Term,3,20%,Low,Low,Beginner,4,4222681,463708,1743936,REITs
533,33,4986339,415528,17687981,141485,Aggressive,Emergency Fund,Long Term,0,20%,Medium,Low,Beginner,4,145788,1005622,730249,"Mutual Funds, Stocks, Index Funds, REITs"
534,40,3341445,278453,4714535,117851,Aggressive,Emergency Fund,Medium Term,1,30%,Medium,Low,Advanced,3,1865272,269933,1796871,REITs
535,65,1494196,124516,7652576,82590,Conservative,Wealth Creation,Short Term,0,20%,High,Low,Beginner,0,4062224,1588244,904391,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
536,23,1947111,162259,3667751,10596,Aggressive,Emergency Fund,Long Term,0,20%,Low,Medium,Beginner,2,2530388,1400030,21542,"Mutual Funds, Stocks, Index Funds"
537,27,1338455,111537,6942120,54435,Conservative,Tax Saving,Medium Term,0,5%,Low,High,Intermediate,18,2917864,738623,336713,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
538,53,2328554,194046,16991942,19914,Conservative,Emergency Fund,Short Term,4,5%,High,Low,Intermediate,5,4505743,9078,1521167,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
539,27,2095291,174607,16967985,126443,Moderate,Tax Saving,Long Term,1,20%,High,Low,Beginner,11,3184441,889385,449365,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
540,53,2208863,184071,13726047,31581,Moderate,Retirement,Medium Term,0,30%,Low,Medium,Intermediate,22,2418194,1168390,1514430,"NPS, PPF"
541,23,989945,82495,11059726,131423,Conservative,House Purchase,Medium Term,3,30%,High,Medium,Advanced,14,1894763,1161645,854132,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
542,39,3890002,324166,6384572,20247,Moderate,Tax Saving,Medium Term,1,5%,High,Medium,Advanced,3,3324990,918674,1096102,"NPS, Insurance, PPF, ESG Mutual Funds"
543,63,1013081,84423,4050287,39582,Moderate,House Purchase,Long Term,4,5%,High,Low,Beginner,11,1670057,710162,419982,ESG Mutual Funds
544,59,3691422,307618,4169214,63045,Moderate,Tax Saving,Medium Term,2,30%,High,High,Intermediate,24,3357418,746790,997880,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
545,63,3692718,307726,16308224,136064,Moderate,Wealth Creation,Medium Term,0,5%,Medium,Medium,Intermediate,7,1129176,62334,208883,REITs
546,24,872343,72695,16764633,9012,Conservative,House Purchase,Long Term,5,20%,Low,Medium,Advanced,19,808105,1594195,160468,"Fixed Deposit, PPF, Bonds"
547,63,4661647,388470,16565072,124164,Conservative,Child Education,Long Term,3,20%,High,Medium,Advanced,10,4534285,1146345,37057,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
548,23,3910510,325875,4047477,102566,Moderate,Child Education,Medium Term,3,20%,Low,Low,Beginner,17,2542122,1855350,1480713,REITs
549,31,4422829,368569,14501260,37255,Moderate,Tax Saving,Medium Term,3,5%,High,High,Intermediate,21,4645476,1437333,1131187,"NPS, Insurance, PPF, ESG Mutual Funds"
550,57,4241122,353426,16018925,149391,Conservative,Emergency Fund,Short Term,3,20%,Medium,High,Intermediate,19,2959196,1607405,596508,"Fixed Deposit, PPF, Bonds, REITs"
551,41,815261,67938,994456,13827,Conservative,Child Education,Medium Term,5,30%,Low,High,Intermediate,12,816631,897891,723817,"Fixed Deposit, PPF, Bonds"
552,43,3755515,312959,11836640,16797,Aggressive,Wealth Creation,Short Term,1,30%,Medium,High,Beginner,22,549455,1822299,639447,"Mutual Funds, Gold, Index Funds"
553,22,4816567,401380,10992665,11798,Moderate,Tax Saving,Medium Term,4,30%,Medium,Medium,Beginner,22,3940128,1233102,46633,"NPS, Insurance, PPF"
554,41,3468692,289057,19187889,104315,Moderate,Emergency Fund,Short Term,3,5%,High,High,Beginner,10,4166884,1054382,1701749,"REITs, ESG Mutual Funds"
555,63,3148263,262355,5641081,80517,Moderate,House Purchase,Short Term,3,30%,Low,High,Beginner,9,2224282,99680,623525,REITs
556,57,3672449,306037,7629475,26106,Aggressive,Emergency Fund,Short Term,4,20%,Medium,Low,Advanced,16,3986840,895705,439854,"Gold, Mutual Funds, NPS"
557,53,2815819,234651,14576065,143544,Moderate,Wealth Creation,Medium Term,3,20%,High,High,Intermediate,21,4593287,378747,1847374,"REITs, ESG Mutual Funds"
558,22,4630401,385866,6309208,132863,Conservative,Tax Saving,Long Term,3,20%,High,High,Advanced,24,3638344,1960073,1187232,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
559,61,802323,66860,17574459,54598,Moderate,House Purchase,Short Term,1,5%,High,High,Intermediate,13,3441512,668264,1803940,"REITs, ESG Mutual Funds"
560,25,2007568,167297,13889135,71975,Moderate,Tax Saving,Short Term,2,30%,High,Low,Intermediate,7,952598,314493,402477,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
561,22,2360129,196677,10470012,123676,Moderate,Emergency Fund,Medium Term,3,30%,Low,Low,Beginner,8,1144463,61114,541897,REITs
562,38,4919657,409971,5955084,13070,Aggressive,House Purchase,Short Term,0,5%,Medium,High,Intermediate,2,3414220,1880669,762176,"Mutual Funds, Fixed Deposit, Index Funds"
563,36,1238956,103246,19208687,133137,Conservative,Emergency Fund,Long Term,4,30%,Medium,Medium,Beginner,7,1025732,1621498,1691745,"Fixed Deposit, PPF, Bonds, REITs"
564,41,3062250,255187,19656734,104223,Aggressive,Tax Saving,Short Term,3,5%,Low,Low,Beginner,6,2303069,921646,856425,"NPS, Insurance, PPF, REITs"
565,37,769136,64094,16503703,141845,Moderate,Tax Saving,Short Term,2,30%,Medium,Medium,Advanced,7,2329799,1844305,1644740,"NPS, Insurance, PPF, REITs"
566,30,3345048,278754,15995796,98400,Moderate,Retirement,Long Term,4,5%,High,High,Beginner,22,2010546,530543,1159154,"NPS, PPF, REITs, ESG Mutual Funds"
567,45,2894332,241194,12225396,33995,Aggressive,Wealth Creation,Medium Term,3,5%,Medium,Medium,Intermediate,2,1975185,623741,441212,"Index Funds, Bonds, Gold"
568,62,3708197,309016,1186880,73837,Conservative,House Purchase,Medium Term,5,20%,Medium,High,Intermediate,3,1345057,1464823,547293,"Fixed Deposit, PPF, Bonds, REITs"
569,53,856728,71394,11856339,112328,Aggressive,Tax Saving,Long Term,5,20%,Medium,High,Beginner,24,437036,1345056,1345517,"NPS, Insurance, PPF, REITs"
570,32,4019550,334962,4616497,2806,Moderate,Wealth Creation,Long Term,2,20%,High,Low,Beginner,5,2093826,1082897,1496452,ESG Mutual Funds
571,62,1391298,115941,19981873,109561,Moderate,House Purchase,Medium Term,5,5%,Medium,Low,Advanced,18,2747943,1676733,590971,REITs
572,33,1007989,83999,13958192,98364,Conservative,House Purchase,Medium Term,4,5%,Low,Low,Advanced,20,1918535,1901791,186597,"Fixed Deposit, PPF, Bonds, REITs"
573,50,1963177,163598,8833985,46238,Conservative,House Purchase,Long Term,3,30%,Medium,Low,Beginner,11,1427094,1986513,1189594,"Fixed Deposit, PPF, Bonds"
574,28,418404,34867,17694185,116074,Moderate,Tax Saving,Medium Term,0,5%,High,Low,Beginner,8,2415600,1565404,1036345,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
575,45,1392191,116015,14522314,56160,Aggressive,Wealth Creation,Medium Term,5,30%,Low,Medium,Beginner,13,1224257,60341,608578,REITs
576,37,2275396,189616,15182266,67095,Moderate,Emergency Fund,Long Term,5,20%,Low,Low,Intermediate,4,2711583,1453375,833732,REITs
577,64,2080210,173350,12917972,112963,Aggressive,Emergency Fund,Medium Term,0,5%,High,Low,Beginner,10,1969992,987616,1904689,"REITs, ESG Mutual Funds"
578,43,681781,56815,229884,68494,Aggressive,Emergency Fund,Medium Term,2,20%,High,Medium,Beginner,17,344981,1217369,376170,"REITs, ESG Mutual Funds"
579,37,1724943,143745,16952935,131195,Moderate,House Purchase,Short Term,0,20%,High,High,Intermediate,4,2184443,245035,656973,"REITs, ESG Mutual Funds"
580,23,1372663,114388,16800728,75662,Aggressive,Child Education,Medium Term,2,20%,High,Medium,Advanced,10,3655548,1872068,345996,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
581,41,4421111,368425,5125602,147666,Aggressive,Tax Saving,Medium Term,0,5%,Low,Low,Beginner,5,300834,986180,545729,"NPS, Insurance, PPF, REITs"
582,31,4218594,351549,14694156,32415,Moderate,Retirement,Medium Term,2,30%,High,Medium,Intermediate,15,943641,1773851,1509454,"NPS, PPF, ESG Mutual Funds"
583,30,1337286,111440,11780773,26530,Conservative,Child Education,Short Term,1,30%,High,Medium,Advanced,21,4913018,445427,1223787,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
584,21,4712537,392711,19202460,49335,Moderate,Retirement,Short Term,3,30%,Low,Medium,Beginner,9,1023334,826633,783408,"NPS, PPF"
585,58,1189778,99148,10906145,42311,Conservative,Retirement,Medium Term,5,30%,Medium,Medium,Advanced,8,4984546,1379939,12174,"Fixed Deposit, PPF, Bonds, NPS"
586,42,667815,55651,15253580,87174,Aggressive,Tax Saving,Long Term,1,5%,Low,High,Intermediate,10,465861,1559861,148319,"NPS, Insurance, PPF, REITs"
587,56,3499339,291611,3155496,106558,Moderate,Wealth Creation,Short Term,3,5%,Low,Low,Beginner,12,3375544,597553,1357209,REITs
588,62,1592975,132747,4096731,80262,Moderate,House Purchase,Long Term,2,30%,High,Low,Intermediate,21,806241,1744941,770612,"REITs, ESG Mutual Funds"
589,53,1976641,164720,16479022,118770,Moderate,House Purchase,Medium Term,4,30%,Medium,Low,Intermediate,11,1563266,910386,1322644,REITs
590,48,1079699,89974,1406877,136569,Moderate,House Purchase,Long Term,1,30%,High,High,Beginner,15,4423134,1320282,1357330,"REITs, ESG Mutual Funds"
591,54,1004392,83699,9804374,124740,Moderate,Retirement,Medium Term,2,5%,Low,High,Intermediate,7,4388014,897018,619669,"NPS, PPF, REITs"
592,57,700373,58364,18538301,22062,Conservative,Emergency Fund,Short Term,4,20%,Medium,Low,Intermediate,21,4768740,1704617,531377,"Fixed Deposit, PPF, Bonds"
593,43,2437922,203160,19698397,23435,Aggressive,Retirement,Short Term,5,30%,Medium,Low,Beginner,12,379657,174672,872942,"NPS, PPF"
594,40,2933572,244464,19753443,121275,Aggressive,House Purchase,Long Term,2,20%,Low,Low,Beginner,2,2175314,1827910,1412240,REITs
595,27,3938969,328247,17980683,6696,Conservative,House Purchase,Short Term,0,5%,High,Medium,Intermediate,22,3398154,1821964,1379332,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
596,59,4382924,365243,10210281,96562,Aggressive,Tax Saving,Long Term,5,20%,Medium,Low,Beginner,4,116399,400140,234697,"NPS, Insurance, PPF, REITs"
597,22,1878913,156576,949772,56848,Moderate,Tax Saving,Short Term,5,5%,Medium,High,Advanced,6,722205,631070,1614222,"NPS, Insurance, PPF, REITs"
598,50,1542903,128575,15954434,112593,Conservative,Retirement,Short Term,1,30%,High,Medium,Intermediate,15,164649,1803123,942703,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
599,58,2335325,194610,6805796,79288,Aggressive,House Purchase,Short Term,2,5%,Low,High,Advanced,13,3487026,1779677,1039564,REITs
600,58,4949843,412486,9806774,11703,Moderate,House Purchase,Medium Term,4,30%,High,High,Advanced,15,1945366,1497975,127306,ESG Mutual Funds
601,54,459548,38295,14210122,84798,Aggressive,Retirement,Medium Term,5,20%,Medium,Low,Intermediate,19,2908868,940206,1462793,"NPS, PPF, REITs"
602,48,474541,39545,5463451,77500,Aggressive,Wealth Creation,Medium Term,2,20%,Low,High,Beginner,18,2845021,1933019,1262695,REITs
603,63,4229788,352482,4450951,78911,Aggressive,Tax Saving,Medium Term,3,30%,High,High,Intermediate,15,1359170,1304097,434547,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
604,39,1023030,85252,16253091,35841,Conservative,Wealth Creation,Short Term,4,20%,Low,Medium,Intermediate,9,1968964,439212,1167758,"Fixed Deposit, PPF, Bonds"
605,24,452090,37674,12088885,70369,Moderate,Tax Saving,Short Term,1,30%,Low,Low,Intermediate,13,956043,1295123,475403,"NPS, Insurance, PPF, REITs"
606,28,2179850,181654,16369711,69586,Moderate,Child Education,Short Term,4,20%,Low,High,Advanced,19,873606,1481438,105742,REITs
607,49,4134731,344560,3772221,29758,Aggressive,Emergency Fund,Short Term,4,5%,High,Low,Beginner,20,990353,1826345,430726,ESG Mutual Funds
608,44,1617284,134773,9852020,117741,Aggressive,House Purchase,Long Term,0,5%,High,Medium,Intermediate,4,1031660,1779632,423394,"REITs, ESG Mutual Funds"
609,49,3787562,315630,271042,66308,Moderate,Child Education,Medium Term,4,5%,Low,Medium,Intermediate,22,3481344,756324,1320032,REITs
610,63,2358994,196582,5137228,140844,Moderate,Wealth Creation,Short Term,3,20%,Medium,Medium,Advanced,21,3034783,1979166,62417,REITs
611,49,1521249,126770,383823,137619,Conservative,Retirement,Medium Term,2,20%,Low,Medium,Beginner,12,311164,1384489,1934662,"NPS, PPF, Bonds, Fixed Deposit, REITs"
612,62,1566277,130523,19328942,17154,Aggressive,Tax Saving,Long Term,4,20%,Medium,Medium,Advanced,22,4644020,1831959,638211,"NPS, Insurance, PPF"
613,41,3187001,265583,315154,75342,Aggressive,Emergency Fund,Short Term,5,20%,Medium,High,Beginner,17,3708971,1462702,724043,REITs
614,62,3693239,307769,6670146,81044,Conservative,Retirement,Long Term,2,20%,High,High,Advanced,4,4366016,1134119,595439,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
615,34,1078626,89885,17218850,146647,Moderate,Emergency Fund,Medium Term,5,5%,Low,Low,Advanced,18,2170050,506126,1745310,REITs
616,40,3846249,320520,17004201,30951,Aggressive,Retirement,Medium Term,2,30%,High,Medium,Beginner,1,1046477,941069,624869,"NPS, PPF, ESG Mutual Funds"
617,57,343733,28644,15255095,90861,Conservative,Tax Saving,Long Term,4,30%,High,High,Advanced,19,1961574,734710,627471,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
618,39,1474165,122847,12722358,138227,Aggressive,Wealth Creation,Short Term,2,30%,High,Low,Intermediate,14,821981,307344,1492418,"REITs, ESG Mutual Funds"
619,48,3756550,313045,2799690,26182,Conservative,House Purchase,Short Term,3,5%,Medium,Low,Intermediate,21,4414551,844635,1233627,"Fixed Deposit, PPF, Bonds"
620,56,4653226,387768,13296701,71125,Aggressive,House Purchase,Long Term,3,20%,High,Medium,Advanced,13,1366024,302715,1060709,"REITs, ESG Mutual Funds"
621,29,4366498,363874,15408293,35917,Aggressive,Emergency Fund,Long Term,0,30%,Low,Medium,Intermediate,1,1315666,1979857,1172363,"Mutual Funds, Stocks, Index Funds"
622,44,1296281,108023,13761007,30923,Conservative,Child Education,Long Term,2,5%,High,Low,Beginner,11,2557892,785299,635982,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
623,39,4376238,364686,988778,39452,Conservative,Emergency Fund,Medium Term,0,20%,Medium,Low,Beginner,23,4100298,4374,256540,"Fixed Deposit, PPF, Bonds"
624,56,3224679,268723,2317089,13713,Moderate,House Purchase,Long Term,2,30%,Medium,Medium,Intermediate,15,1114087,1597927,290502,"Insurance, Bonds, REITs"
625,63,4067111,338925,5049026,87253,Conservative,Emergency Fund,Long Term,4,20%,Medium,Low,Intermediate,10,4538190,96090,1406022,"Fixed Deposit, PPF, Bonds, REITs"
626,49,2626790,218899,3020570,45414,Aggressive,Retirement,Long Term,5,30%,Medium,High,Advanced,3,4692191,178576,403548,"NPS, PPF"
627,60,4845235,403769,19406061,15860,Aggressive,Emergency Fund,Short Term,3,30%,Low,Low,Advanced,17,1507796,39790,576638,"PPF, REITs, Bonds"
628,26,4775690,397974,10801885,107328,Aggressive,Retirement,Medium Term,0,20%,Medium,Low,Intermediate,0,4428360,665599,801135,"NPS, Stocks, PPF, REITs, Mutual Funds"
629,37,1063573,88631,3896835,28039,Aggressive,Wealth Creation,Medium Term,1,5%,Medium,Low,Beginner,9,3416482,1423145,354819,"Stocks, Gold, Index Funds"
630,22,790748,65895,10050037,104220,Conservative,Child Education,Short Term,3,20%,Medium,Medium,Beginner,1,1699191,502525,1577338,"Fixed Deposit, PPF, Bonds, REITs"
631,59,2283831,190319,16591645,135332,Aggressive,House Purchase,Short Term,2,5%,Medium,Medium,Advanced,13,549103,1015381,60621,REITs
632,47,2260757,188396,674878,72558,Aggressive,Emergency Fund,Long Term,0,5%,High,High,Beginner,9,4766789,853008,935292,"REITs, ESG Mutual Funds"
633,26,4497931,374827,6876880,39320,Moderate,Emergency Fund,Short Term,1,30%,Medium,High,Intermediate,1,8397,1704237,974445,"REITs, NPS, Index Funds"
634,21,804784,67065,16229486,73644,Aggressive,Child Education,Long Term,3,20%,High,Low,Advanced,16,2359810,95388,338514,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
635,55,886659,73888,10137749,25518,Moderate,Tax Saving,Short Term,1,30%,High,Medium,Intermediate,6,4234739,1682034,667531,"NPS, Insurance, PPF, ESG Mutual Funds"
636,64,3174232,264519,8819804,120677,Moderate,Wealth Creation,Long Term,2,20%,Low,Medium,Advanced,10,133165,1916835,1450904,REITs
637,29,317175,26431,16039658,3121,Conservative,Tax Saving,Short Term,3,30%,High,High,Intermediate,24,3294970,1128543,170181,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
638,62,950311,79192,18124072,10112,Aggressive,House Purchase,Long Term,0,20%,Medium,High,Intermediate,12,1486349,1759816,1610541,"Stocks, Mutual Funds, Bonds"
639,44,1918924,159910,14967550,4454,Conservative,Tax Saving,Short Term,2,30%,High,Medium,Beginner,2,2543245,1695368,1505355,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
640,35,2265098,188758,16619469,97158,Conservative,Child Education,Medium Term,5,30%,High,Low,Beginner,6,3322611,232671,1824346,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
641,38,4497035,374752,16626269,46689,Aggressive,Wealth Creation,Long Term,5,30%,High,High,Advanced,18,1472442,137071,1233470,ESG Mutual Funds
642,29,845673,70472,4325871,70058,Aggressive,Wealth Creation,Long Term,5,20%,Low,High,Beginner,22,4470637,1288608,530413,"Mutual Funds, Stocks, Index Funds, REITs"
643,64,4998593,416549,15281233,2512,Moderate,Tax Saving,Long Term,5,5%,Medium,Medium,Intermediate,8,1021042,1426427,1086943,"NPS, Insurance, PPF"
644,50,4457182,371431,12178982,137595,Conservative,Tax Saving,Short Term,0,20%,Medium,High,Intermediate,10,43279,821787,408122,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
645,42,986262,82188,19237082,8651,Aggressive,Wealth Creation,Long Term,3,5%,Low,Low,Beginner,10,2607228,131793,1312806,"Mutual Funds, Stocks, Bonds"
646,48,501523,41793,19932033,89635,Moderate,Wealth Creation,Short Term,3,5%,Medium,Low,Intermediate,16,1985949,1978762,152905,REITs
647,59,3978651,331554,3260177,119035,Aggressive,Retirement,Short Term,0,5%,Medium,Medium,Advanced,2,1069847,130028,1927525,"NPS, PPF, REITs"
648,49,759602,63300,10165690,115204,Conservative,Retirement,Long Term,0,30%,Low,Medium,Intermediate,12,803882,1294576,1576981,"NPS, PPF, Bonds, Fixed Deposit, REITs"
649,47,2255485,187957,405896,120859,Moderate,House Purchase,Medium Term,4,30%,Low,Medium,Advanced,21,217869,952267,1084674,REITs
650,42,1914650,159554,3674099,28919,Conservative,Emergency Fund,Long Term,0,30%,Low,High,Beginner,20,4268945,537470,745309,"Fixed Deposit, PPF, Bonds"
651,47,4338270,361522,14969116,50738,Conservative,Wealth Creation,Short Term,0,5%,Medium,High,Intermediate,16,3000971,652609,1224036,"Fixed Deposit, PPF, Bonds, REITs"
652,55,1521588,126799,4996227,125082,Moderate,Emergency Fund,Medium Term,2,20%,Low,High,Advanced,21,1212995,120203,497837,REITs
653,53,4993006,416083,1882316,112640,Moderate,Wealth Creation,Short Term,5,5%,Low,Medium,Beginner,21,3990671,1457062,1450895,REITs
654,50,3077849,256487,19458244,89991,Aggressive,Child Education,Medium Term,2,5%,Low,Medium,Beginner,15,1840509,1929282,7753,REITs
655,61,2170870,180905,7776713,124299,Aggressive,Wealth Creation,Short Term,3,30%,Medium,High,Intermediate,6,3358065,386388,1732424,REITs
